"","logFC","logCPM","PValue","FDR"
"ENSMUSG00000033306",0.942707631649065,5.97725304961034,1.4865659489922e-09,2.55602967835126e-08
"ENSMUSG00000038593",0.943088211651274,4.04490881271913,9.34089484308223e-10,1.64948714285806e-08
"ENSMUSG00000027075",0.943545307967602,4.14111837394878,3.19157961527619e-09,5.25210917028154e-08
"ENSMUSG00000080134",0.945029647611568,2.86983636472522,7.13441162250101e-05,0.000491583692984215
"ENSMUSG00000086370",0.946140491243365,1.60208674503487,9.65059376243384e-06,8.50477483217621e-05
"ENSMUSG00000066442",0.947368778635994,1.84760297994466,3.90818568792769e-05,0.000291043364640707
"ENSMUSG00000091506",0.947657842759139,1.89840118363826,0.000264225341304191,0.00154108608037636
"ENSMUSG00000001348",0.948590161889016,4.29225531884207,1.05974323213623e-10,2.10544393027772e-09
"ENSMUSG00000052854",0.949224333990618,3.27547594380748,2.2397593535806e-08,3.3096049843645e-07
"ENSMUSG00000053293",0.951158253776823,4.92167556645847,0.000145654033337458,0.000926926771295819
"ENSMUSG00000031433",0.952032041459837,4.7512578755353,3.88821828802698e-10,7.21501891895435e-09
"ENSMUSG00000037692",0.95302192718591,6.02846465441055,1.01983348100366e-05,8.93844699445531e-05
"ENSMUSG00000024085",0.953247959092293,7.12524691964267,2.98075933159574e-12,6.95446561134684e-11
"ENSMUSG00000067919",0.953449046795827,2.64602547955052,4.52735461647612e-06,4.31807486533282e-05
"ENSMUSG00000030231",0.953630996725999,5.54157609327011,3.09144211746427e-10,5.82299273214166e-09
"ENSMUSG00000001827",0.953831272900043,6.69350874295407,2.54731898645572e-11,5.33419031707534e-10
"ENSMUSG00000028782",0.954488998753702,2.80231093283197,4.87135408151997e-07,5.74196820195933e-06
"ENSMUSG00000018752",0.954627913467108,1.79557498093114,1.21866539724966e-05,0.000104769819511257
"ENSMUSG00000030123",0.95533718053546,1.47199945243525,2.22171311890336e-05,0.00017806959388502
"ENSMUSG00000025431",0.959575753353396,3.24314799472561,1.55958527251778e-07,1.99713253036482e-06
"ENSMUSG00000023764",0.960996239897935,2.00467049408369,3.42047874871043e-05,0.000259536326108291
"ENSMUSG00000020548",0.962802921130726,2.42632999586034,2.24123703448564e-05,0.000179378722083922
"ENSMUSG00000073761",0.964793387764281,1.58958430620914,5.3774301671756e-05,0.000385154154330507
"ENSMUSG00000020439",0.965281215349903,4.83842865754463,2.52730589662272e-11,5.3021557476721e-10
"ENSMUSG00000061232",0.966379039451429,4.42949169746558,3.63244799487444e-13,9.17907364098046e-12
"ENSMUSG00000021451",0.967010007471085,4.62540824129583,3.19298055766625e-09,5.25210917028154e-08
"ENSMUSG00000035067",0.9672030707906,3.29513327438123,4.61595539534783e-11,9.43753062194297e-10
"ENSMUSG00000005580",0.968940807236406,3.12221739178687,8.5492245518963e-09,1.34455986134369e-07
"ENSMUSG00000068747",0.971271404584108,3.54309150486079,1.75015591985768e-12,4.17845081078548e-11
"ENSMUSG00000002980",0.972359109024236,7.18668910581256,1.034729243094e-09,1.82089676660282e-08
"ENSMUSG00000022361",0.973223054566603,3.42235760558384,9.92978245329096e-12,2.18941968014229e-10
"ENSMUSG00000035299",0.974742672961755,7.73221683188219,0.000123126761072125,0.000799516467633838
"ENSMUSG00000072974",0.975383894162529,1.86819383986708,0.00184081323367559,0.00783032402964225
"ENSMUSG00000026749",0.97796889211544,4.01056283438234,9.38339461409593e-12,2.07709197707694e-10
"ENSMUSG00000036928",0.978025268029156,5.77926345184689,5.43653373872264e-12,1.2350267048876e-10
"ENSMUSG00000040524",0.979493728655149,4.92969023176947,0.000134034253241385,0.000859301697662126
"ENSMUSG00000025732",0.984635560446691,2.41001775635983,2.36430440683041e-06,2.39951291108376e-05
"ENSMUSG00000020431",0.987833654522557,4.83761040360982,1.15966854402732e-13,3.05397488936468e-12
"ENSMUSG00000038518",0.988389046321116,8.97817632078774,3.86746333146124e-11,7.99441639012529e-10
"ENSMUSG00000019312",0.988540351803744,2.46867779746683,5.11881516140406e-08,7.0800832091007e-07
"ENSMUSG00000080440",0.990538215921551,2.53033977889063,0.000926120234902156,0.00444672162317453
"ENSMUSG00000085715",0.997155217146947,5.89800706512176,7.90466348598548e-09,1.25725517538765e-07
"ENSMUSG00000037907",0.997367693401154,2.60975761053722,4.17478239994219e-07,4.97830626589076e-06
"ENSMUSG00000042599",0.99747071039434,5.13572237599749,1.19183220363044e-14,3.43644952046775e-13
"ENSMUSG00000046179",0.998463374400478,4.43896586066516,1.03326468707452e-13,2.75333208676611e-12
"ENSMUSG00000034390",0.999545620792011,5.52426659330861,5.10513506101546e-06,4.79192351929205e-05
"ENSMUSG00000043991",1.00039781426735,7.03651340338492,1.39936863132102e-11,3.02613466523171e-10
"ENSMUSG00000074303",1.0007956385353,4.51358092913386,3.18514703472042e-09,5.25210917028154e-08
"ENSMUSG00000006651",1.00351609228514,4.37420885112273,6.64116853059498e-13,1.65587450391443e-11
"ENSMUSG00000022438",1.00380861746853,4.97913863098147,5.24388895489383e-09,8.48453687737858e-08
"ENSMUSG00000039210",1.00508447893378,5.79516332274465,8.42949118220266e-14,2.27859683518916e-12
"ENSMUSG00000032202",1.00599305801261,3.73244570342704,1.76585835530773e-11,3.79676428402207e-10
"ENSMUSG00000060206",1.00621271754603,8.05100424007521,9.72880497388633e-10,1.71473999892401e-08
"ENSMUSG00000036246",1.00791130416168,3.42765170550625,2.77522457223484e-08,4.02157220551298e-07
"ENSMUSG00000045629",1.0082077983426,2.84782611520631,6.16937063344393e-07,7.12264607526458e-06
"ENSMUSG00000050989",1.00930820971808,1.66238889458744,1.19691133579634e-05,0.000102978331836494
"ENSMUSG00000072893",1.00973007686912,2.14605391680135,6.46773308472194e-06,5.97123633314436e-05
"ENSMUSG00000002028",1.01219509195705,6.98503252432068,0.000102435585385984,0.000677182926317101
"ENSMUSG00000048486",1.01298512374221,4.35912092648291,1.054335846982e-14,3.05567180394655e-13
"ENSMUSG00000045009",1.01367181264954,4.68751777525055,6.22804473787746e-15,1.85767541319448e-13
"ENSMUSG00000033335",1.01371846083033,7.20486968812411,1.11263015916094e-13,2.94388850347406e-12
"ENSMUSG00000036902",1.01498697901644,3.82282093499508,9.44634857178645e-12,2.08691924734261e-10
"ENSMUSG00000048332",1.01715450029671,1.46230371941685,9.2770908084104e-06,8.22719922244281e-05
"ENSMUSG00000017950",1.01972398725746,1.47757407147653,3.707484771635e-05,0.000277937775046904
"ENSMUSG00000073406",1.02214860953731,2.12115834165725,1.24418649152056e-07,1.62874005787529e-06
"ENSMUSG00000006369",1.02351059070845,5.61766666695475,4.06227947335971e-14,1.11415445555927e-12
"ENSMUSG00000034765",1.02376744985468,2.8914146045051,1.37217209667694e-10,2.68816641587668e-09
"ENSMUSG00000037876",1.02484652106748,8.65649993784655,2.79808682810567e-12,6.56878630105392e-11
"ENSMUSG00000006457",1.024905293316,2.63550376079506,3.41985858589915e-10,6.37749747901093e-09
"ENSMUSG00000031502",1.02617815772365,6.33295195493163,2.14610008964089e-13,5.54779207080731e-12
"ENSMUSG00000002006",1.03002315767398,5.41548529020291,8.81124521978916e-13,2.16810618154331e-11
"ENSMUSG00000023961",1.03015489733892,3.83599983799906,2.50485726530733e-14,7.09499243032266e-13
"ENSMUSG00000027843",1.03046488244078,2.51929814911319,2.71604134330062e-08,3.94597996193998e-07
"ENSMUSG00000037627",1.0309427623636,1.77207052448208,1.60536174057037e-06,1.68241311954463e-05
"ENSMUSG00000039741",1.03317797659018,5.0409936966098,3.30453270011084e-06,3.2312099915971e-05
"ENSMUSG00000062991",1.03338285330003,2.28733489438759,8.70689566345981e-08,1.17256337407911e-06
"ENSMUSG00000089901",1.04135201923881,3.86240278238863,4.05651751299734e-15,1.23619348058686e-13
"ENSMUSG00000086007",1.04344215791125,2.66539160628971,2.86548823344957e-08,4.14169860991523e-07
"ENSMUSG00000028064",1.0444699002441,2.50276519455381,2.2274277168265e-08,3.29571377312026e-07
"ENSMUSG00000034832",1.04559084268146,3.9888933696058,1.00651181673877e-07,1.3394349561216e-06
"ENSMUSG00000031755",1.04767134152377,4.09793666154505,9.91751732136382e-15,2.89668785139574e-13
"ENSMUSG00000062939",1.04935177631278,3.50795930697174,3.84578857802773e-14,1.05994834705691e-12
"ENSMUSG00000039958",1.04937752797468,2.0018834123787,9.71394711791239e-08,1.30039684929672e-06
"ENSMUSG00000084799",1.05498754140909,1.43765049174245,5.90033304430776e-06,5.49248717576497e-05
"ENSMUSG00000027009",1.05757889251026,2.04925145301503,7.33725382114566e-05,0.000503708298038968
"ENSMUSG00000030708",1.05767026328762,1.84197750825869,2.44191519281051e-07,3.02749022526508e-06
"ENSMUSG00000024381",1.05791530950452,2.71264096776607,5.6628540191977e-10,1.03040118844463e-08
"ENSMUSG00000087449",1.05820332277551,1.84767997939664,1.01410196202422e-06,1.11580983982019e-05
"ENSMUSG00000038042",1.06654463115031,1.79309385404666,1.50573440370297e-07,1.93951699537685e-06
"ENSMUSG00000028266",1.06830385364195,3.25866613277415,1.14885365412999e-11,2.50851637683335e-10
"ENSMUSG00000053550",1.07100708848755,3.75644060107351,1.41724963063006e-10,2.77164732111913e-09
"ENSMUSG00000038453",1.07333398251225,2.56505860902172,6.92849800320533e-06,6.35489070522381e-05
"ENSMUSG00000024354",1.07433790443564,1.25836889694511,0.000124875310029549,0.000808884136683338
"ENSMUSG00000022754",1.07480009962985,4.37577731615379,5.23235002472088e-13,1.31041817434268e-11
"ENSMUSG00000055254",1.07627097469128,2.24101034961457,1.6701315118636e-08,2.4875005100538e-07
"ENSMUSG00000026204",1.079194373701,1.53375831419604,3.44802220095956e-05,0.000261449829061297
"ENSMUSG00000093668",1.0817109925972,1.53276871814738,0.000114695085772632,0.000751377859378527
"ENSMUSG00000018166",1.08283930574756,6.44347069162793,3.29343542329689e-15,1.01743630041136e-13
"ENSMUSG00000070780",1.08402525125295,3.506925733441,2.28884118204835e-08,3.3644469401482e-07
"ENSMUSG00000000792",1.08498716811885,1.41090374792425,0.000247178582816092,0.00145906727756795
"ENSMUSG00000036211",1.08505495398175,2.5008993542848,1.04123763979652e-09,1.82948707179873e-08
"ENSMUSG00000025650",1.08558260487724,2.15041257012353,1.19128930561449e-06,1.28163274765978e-05
"ENSMUSG00000020484",1.08558698078484,6.42898850649651,3.31162195589065e-14,9.26347982437572e-13
"ENSMUSG00000046574",1.08718107254886,4.70104330357046,0.000925205696508929,0.00444422813209863
"ENSMUSG00000001281",1.08825499900793,3.14598534848321,4.31413145467839e-11,8.83650422729662e-10
"ENSMUSG00000018809",1.08827544376097,4.76562326873731,2.12592732840335e-14,6.07566420125592e-13
"ENSMUSG00000033949",1.08955595582198,1.53007535056548,3.67711308662785e-05,0.000276213337736341
"ENSMUSG00000036168",1.09074601167891,1.9953150692352,3.17852810856807e-07,3.86405930603761e-06
"ENSMUSG00000020029",1.09175044516225,7.82585504102704,2.21203520705251e-09,3.70153808084903e-08
"ENSMUSG00000029403",1.09267610005593,2.69863551184972,2.03752376790991e-10,3.90322909201821e-09
"ENSMUSG00000024937",1.09575782199825,2.09465807723111,8.01048422733505e-09,1.27049217399693e-07
"ENSMUSG00000029860",1.09659122384295,1.77516289458464,6.02140566607291e-07,6.96612209001953e-06
"ENSMUSG00000034724",1.1019446200873,5.28133285798783,1.92973852045618e-11,4.11762991698856e-10
"ENSMUSG00000061536",1.10226567435514,2.45760487743489,3.7432703549022e-08,5.32150128203227e-07
"ENSMUSG00000039191",1.1035235395875,8.55170844547621,7.0605783395062e-15,2.0948866339775e-13
"ENSMUSG00000031503",1.10433627548031,5.14037596817608,3.74009908645715e-18,1.45527384869241e-16
"ENSMUSG00000028826",1.10473220978603,5.78167690115879,4.44177167551045e-16,1.47338414428068e-14
"ENSMUSG00000033768",1.10564284076736,1.45549404171081,2.50949045855943e-05,0.000197890744786121
"ENSMUSG00000002233",1.11074911400849,3.64664445149471,2.6095748878862e-13,6.66924309415462e-12
"ENSMUSG00000063146",1.11076076147791,2.50229731233308,1.31653035120384e-08,1.98716561064257e-07
"ENSMUSG00000024331",1.11197416238594,1.70955996158514,3.62599639052641e-08,5.17904949557868e-07
"ENSMUSG00000089896",1.11359268672022,2.72959564255926,1.12704754976266e-06,1.22096817890955e-05
"ENSMUSG00000052415",1.11440543125538,2.39194506861249,1.4869552099525e-07,1.9176540199844e-06
"ENSMUSG00000028348",1.11489677418351,3.25422264061366,0.000130626418551567,0.000841290994623354
"ENSMUSG00000001417",1.11826186808625,2.86241057679207,1.6049289646195e-10,3.1062695709374e-09
"ENSMUSG00000050953",1.11836836904295,6.83056958851346,4.76177925346399e-13,1.19790173837142e-11
"ENSMUSG00000037826",1.1206615314653,3.77028872611405,3.06020054578045e-14,8.6245501597246e-13
"ENSMUSG00000087009",1.12142291734843,2.61543226677268,6.83678154632437e-09,1.09515111806863e-07
"ENSMUSG00000050966",1.12369712418735,6.74777427953472,3.58601018716026e-15,1.09876524671981e-13
"ENSMUSG00000026748",1.1237817388155,4.07345949590887,2.67162882345796e-15,8.34512947771799e-14
"ENSMUSG00000028164",1.12460361049801,7.63734485395996,1.2174216772429e-15,3.90025833635225e-14
"ENSMUSG00000021366",1.12531043352416,5.05046128033784,1.38085346475121e-16,4.71966480581379e-15
"ENSMUSG00000092035",1.12744853610247,7.26175443630248,4.06776922304803e-12,9.41194751299899e-11
"ENSMUSG00000024985",1.12876716251342,3.11930669319422,5.88146974507788e-05,0.0004159567753673
"ENSMUSG00000028521",1.1302984930369,3.81329431278056,3.44619924843992e-07,4.17142201816005e-06
"ENSMUSG00000047409",1.13226279031475,2.55531423977656,1.14539938675294e-09,2.00311292442252e-08
"ENSMUSG00000043639",1.13944240594708,3.5751662723653,5.00703026265959e-11,1.02185218336855e-09
"ENSMUSG00000026113",1.14050585251512,3.10788629277699,4.8445767821256e-08,6.73390184363441e-07
"ENSMUSG00000048373",1.14123199015427,1.53369965029429,1.95246788142175e-07,2.47246636560671e-06
"ENSMUSG00000030798",1.1420804987985,5.13137327172747,4.42250805773016e-18,1.69153411935972e-16
"ENSMUSG00000040213",1.14865457843763,4.68567635194488,2.5239918166608e-18,9.95869753626339e-17
"ENSMUSG00000086173",1.14884239893352,3.78801386795733,1.04806148113633e-13,2.77958758381557e-12
"ENSMUSG00000090722",1.14975883000224,1.86992675809592,1.88940977680759e-05,0.000154182967635714
"ENSMUSG00000054808",1.15352458352961,8.37753732571676,9.05779947608281e-12,2.00897347354144e-10
"ENSMUSG00000024268",1.15807989186326,3.40105272365604,5.47869439175373e-12,1.24209512974336e-10
"ENSMUSG00000025409",1.16135650726455,4.20539229253625,4.23996552814689e-05,0.000312440447994835
"ENSMUSG00000020357",1.16767363610886,1.67827270044883,4.63409395165441e-07,5.48530384066882e-06
"ENSMUSG00000052407",1.16830372824304,4.6379018878702,3.81288526107269e-12,8.84039067232215e-11
"ENSMUSG00000028776",1.174407832716,3.41036853938953,7.11701091420582e-11,1.43681845117135e-09
"ENSMUSG00000016520",1.17452861342165,4.70012139011336,2.09770919687787e-17,7.7340130881612e-16
"ENSMUSG00000024617",1.17512472910062,1.3997268464523,4.01570193362604e-07,4.81927089046157e-06
"ENSMUSG00000051043",1.17808497164822,3.66616941038617,8.41689735365136e-15,2.47769661627774e-13
"ENSMUSG00000029001",1.17899568479404,3.24426688135684,3.48845191820664e-13,8.83505446401659e-12
"ENSMUSG00000029478",1.17906641765325,4.46875592965921,0.00243803258580875,0.00986885400555055
"ENSMUSG00000039835",1.17924073836782,5.16380747760621,5.09195036537938e-11,1.03730039599078e-09
"ENSMUSG00000062785",1.18095269497406,2.53653752953163,1.60749151523878e-05,0.000133502635505397
"ENSMUSG00000046324",1.18229786898035,7.12842127485095,5.88788303499483e-18,2.23679880839584e-16
"ENSMUSG00000029461",1.18344525014213,5.37986146724111,9.36596843069485e-17,3.25062700627048e-15
"ENSMUSG00000090800",1.18747173852078,1.58267542251027,1.24012471506122e-06,1.32938059302797e-05
"ENSMUSG00000038764",1.19436436813998,5.30622741179853,1.88517743576913e-19,7.99955481706563e-18
"ENSMUSG00000052534",1.19447726074742,3.31668665915716,1.34556412093209e-07,1.75328720044975e-06
"ENSMUSG00000074785",1.20238275391245,1.63805676617116,1.46959845615712e-08,2.20341795193158e-07
"ENSMUSG00000052512",1.20352998404299,5.51868048679673,2.13079171710847e-07,2.67120990623018e-06
"ENSMUSG00000024776",1.20671720552485,1.48257771774932,3.87055446386839e-07,4.65501443274867e-06
"ENSMUSG00000023009",1.20826839503397,2.2934454175107,1.00265193205591e-05,8.80157765493262e-05
"ENSMUSG00000040364",1.20959225986222,2.257293072769,4.94481317424214e-08,6.85627917932834e-07
"ENSMUSG00000064367",1.20986321178821,9.5134298000912,3.32151465431738e-06,3.23941303450121e-05
"ENSMUSG00000039224",1.21073148583523,4.05656164246339,1.6821618346778e-12,4.03324303431809e-11
"ENSMUSG00000020023",1.21442409272395,3.4574671425691,1.77939738199014e-15,5.62059650575256e-14
"ENSMUSG00000016386",1.21639645613983,3.38757282668466,4.01807702144664e-08,5.66206467495833e-07
"ENSMUSG00000020020",1.21671386001076,2.56564211471865,1.13688960985738e-12,2.76119301573354e-11
"ENSMUSG00000025766",1.21712875734102,2.99674947652711,4.3331720863124e-14,1.1826825269559e-12
"ENSMUSG00000037400",1.21960923589293,7.36689701887466,1.70035415293612e-13,4.41581580826021e-12
"ENSMUSG00000027520",1.22130783724501,8.37949623047274,4.08322653651579e-10,7.56439578305109e-09
"ENSMUSG00000072419",1.22233749779341,7.07047332226979,3.41399223527447e-16,1.14598037867646e-14
"ENSMUSG00000032012",1.22349127550616,5.22798286040104,1.61274296838886e-10,3.11603001366542e-09
"ENSMUSG00000028680",1.22773054752456,4.64334384612958,4.29813229812523e-21,2.06549135437684e-19
"ENSMUSG00000048058",1.23746259129528,4.19547257591326,3.78891108638578e-18,1.46499438114594e-16
"ENSMUSG00000018334",1.23838066697734,4.79732010044472,5.09139511280874e-15,1.53905209794447e-13
"ENSMUSG00000072566",1.24099755246805,4.69417745246415,7.16794305233633e-12,1.60564780126538e-10
"ENSMUSG00000031312",1.24402968011418,2.26497544251622,1.10226571840617e-05,9.59363622560168e-05
"ENSMUSG00000047591",1.24579462952638,1.15676404798967,8.44489712212748e-07,9.46788316433933e-06
"ENSMUSG00000029771",1.24624735703338,1.83808918258694,5.30597235700344e-09,8.57265217737122e-08
"ENSMUSG00000034171",1.24710512094975,2.69260306293975,5.40997487042888e-11,1.10009344336298e-09
"ENSMUSG00000031555",1.24886334681908,6.7293004824576,2.39026415018687e-20,1.06239210944077e-18
"ENSMUSG00000070304",1.25147908211754,1.94512133981054,7.72679955637642e-11,1.55713012565328e-09
"ENSMUSG00000018865",1.25261516353971,4.63813166405875,1.51449806776831e-20,6.8949517295768e-19
"ENSMUSG00000038844",1.25434279820205,6.11127040982367,1.30753343199799e-19,5.56939903137021e-18
"ENSMUSG00000021098",1.25451757407134,4.44898426559066,1.10142260139724e-10,2.18439103222433e-09
"ENSMUSG00000064043",1.25802644943378,3.32449585531012,1.35625842852337e-05,0.000115435404753725
"ENSMUSG00000049775",1.25902942705422,6.29140444692291,2.59121332897785e-13,6.63740179598086e-12
"ENSMUSG00000032816",1.26083603877885,3.17310311765604,6.02183279293859e-15,1.80094440842007e-13
"ENSMUSG00000044317",1.26163517752176,1.13000594558958,5.43159978550325e-05,0.000388292050781844
"ENSMUSG00000065211",1.26209819502889,1.0901429898663,0.000628040228022311,0.00320722632339277
"ENSMUSG00000055069",1.26993661543483,3.11158631702466,1.33292544544873e-14,3.83343903684679e-13
"ENSMUSG00000037995",1.27004572042085,3.30730219341626,2.03423278884864e-12,4.82593833557024e-11
"ENSMUSG00000029922",1.27027381033713,8.8078589597762,3.5354614552848e-19,1.46702081419475e-17
"ENSMUSG00000032198",1.27173468918131,6.99352478284064,8.06280641095834e-09,1.27698955058065e-07
"ENSMUSG00000024008",1.27407688782636,4.30369929122079,6.7493663046328e-22,3.4814965181466e-20
"ENSMUSG00000023235",1.27489736169148,3.28925356042444,1.04455106169434e-16,3.61414667346241e-15
"ENSMUSG00000038775",1.27887839466709,3.75887368952399,2.47853672886929e-17,8.99069210197909e-16
"ENSMUSG00000022687",1.28165846907636,3.58353606059103,6.63028519492669e-17,2.32992365677971e-15
"ENSMUSG00000063972",1.28187089079943,7.03967868953268,2.94755410187895e-20,1.29473616701675e-18
"ENSMUSG00000005267",1.28228509798609,1.45501360029241,3.35506647348042e-08,4.81835536325508e-07
"ENSMUSG00000036030",1.28497134910617,6.22768327635177,8.71434266390118e-21,4.03262482533205e-19
"ENSMUSG00000062859",1.28570818913847,2.37560596422616,5.23642237600513e-10,9.55902104191197e-09
"ENSMUSG00000026890",1.28640096005079,1.75502758166189,1.14514522906017e-06,1.23699885694348e-05
"ENSMUSG00000033032",1.28912150327564,2.89800496751785,3.39943100351084e-14,9.46203010754442e-13
"ENSMUSG00000012123",1.29013023895129,3.3957849867437,4.54683099895386e-16,1.49938752443508e-14
"ENSMUSG00000041556",1.29653162782616,2.32846682399996,7.0817896883541e-12,1.58951546997089e-10
"ENSMUSG00000032649",1.29765360667272,1.83314918070151,2.72804209104558e-11,5.70201362710177e-10
"ENSMUSG00000031438",1.29894977649839,2.92657465586587,3.09086128708002e-17,1.11399792221842e-15
"ENSMUSG00000040473",1.29912359483458,1.80270634771031,2.08310753971397e-10,3.98376603470809e-09
"ENSMUSG00000027855",1.30267695399306,1.42647112143164,2.55957163324008e-06,2.56299047335572e-05
"ENSMUSG00000032226",1.30284923554549,1.8246312019039,8.27158691792588e-10,1.48111456834517e-08
"ENSMUSG00000026121",1.303013695617,1.80666472598486,1.21893631574254e-07,1.59940943646731e-06
"ENSMUSG00000031788",1.30520123062024,4.54980333097163,8.39518932665444e-19,3.39582388410896e-17
"ENSMUSG00000057751",1.30686902687669,2.08262001002285,1.00998621961677e-11,2.21822168742004e-10
"ENSMUSG00000058183",1.31127949524454,1.0504666995204,0.000783018151585169,0.00387545735676726
"ENSMUSG00000046761",1.31369664491975,4.23489587798482,2.2063911741197e-20,9.84558283848253e-19
"ENSMUSG00000022723",1.31760055852774,3.86209617193917,2.71754651742351e-21,1.34029871001874e-19
"ENSMUSG00000040276",1.32534309303033,3.33146366274653,1.09530321022709e-17,4.1055615330012e-16
"ENSMUSG00000064345",1.32717911426941,8.82656742601498,1.45585041471478e-07,1.88172849580088e-06
"ENSMUSG00000039936",1.32725609441374,3.77063382501559,2.71814562398989e-20,1.19864892320652e-18
"ENSMUSG00000009670",1.32802853220996,1.66557689639275,4.2491014764344e-08,5.9726432628131e-07
"ENSMUSG00000025427",1.32926040992796,2.86675921110662,0.000785086377885476,0.00388398430238547
"ENSMUSG00000028519",1.32958488278436,3.70364328838119,4.79447115572541e-16,1.56726244610849e-14
"ENSMUSG00000036528",1.33109050065283,4.24229096668328,1.51262997638823e-23,9.04761919387534e-22
"ENSMUSG00000091267",1.33628573136512,1.78789114713807,7.09508704331509e-10,1.27574407050614e-08
"ENSMUSG00000007989",1.34490265111731,3.00594617846948,1.17976288995467e-13,3.09963404148138e-12
"ENSMUSG00000075122",1.34567226900673,2.79991587487835,4.6576139644603e-17,1.66798945956548e-15
"ENSMUSG00000036611",1.34836730736477,2.76855014268707,2.98092701171114e-12,6.95446561134684e-11
"ENSMUSG00000041817",1.34916275238326,7.26603744494195,2.65193337217221e-21,1.31370003392408e-19
"ENSMUSG00000026211",1.35188142576983,5.36894285274905,3.57739124007381e-26,2.54606104396392e-24
"ENSMUSG00000032446",1.35423421052392,2.74042953272497,4.33571613045911e-16,1.44245940494121e-14
"ENSMUSG00000092273",1.35577628218938,1.97126049279632,7.39953887226037e-05,0.000507674280772226
"ENSMUSG00000026548",1.35861514576838,1.9352993861612,5.33979604018537e-12,1.2155062038843e-10
"ENSMUSG00000043251",1.36410165232868,4.26333243363276,9.98427124139429e-15,2.90863031371707e-13
"ENSMUSG00000043687",1.36439564039285,2.88531691544243,5.86785927424983e-14,1.59767742225035e-12
"ENSMUSG00000041992",1.36688133821014,4.16229073461801,6.47549760089446e-26,4.57968368063259e-24
"ENSMUSG00000087651",1.36718020016864,3.30549259447276,6.82352410910065e-12,1.53768594402479e-10
"ENSMUSG00000034255",1.36969195293524,2.77377268831761,3.41019421030301e-14,9.46855157897712e-13
"ENSMUSG00000072972",1.37366333094511,2.43016765021935,0.000140965077542316,0.000899632404632996
"ENSMUSG00000057530",1.37940606738491,3.598530974753,7.91907349766567e-15,2.33726985515093e-13
"ENSMUSG00000024620",1.38257515845344,3.04177081318787,2.92962759434959e-14,8.27730208504048e-13
"ENSMUSG00000001864",1.38551057944903,1.8515535575657,3.80082560676491e-08,5.38969532762565e-07
"ENSMUSG00000007872",1.38650749363467,4.01702191349005,1.14110413123156e-13,3.01213989570397e-12
"ENSMUSG00000074868",1.39197649531092,2.76881642033555,9.64520078929369e-11,1.92647038855431e-09
"ENSMUSG00000005045",1.39512303221352,4.13236001918038,2.86958771586555e-17,1.03757279308386e-15
"ENSMUSG00000032482",1.39572542650999,2.05945778874779,1.59847904311044e-12,3.84078992302924e-11
"ENSMUSG00000038143",1.39607629074399,5.02111351757639,4.62234950999201e-24,2.85595166153078e-22
"ENSMUSG00000035000",1.40093307212885,7.39127548457714,1.32464710504818e-20,6.05514499848242e-19
"ENSMUSG00000027189",1.40270803548885,5.70263329971889,1.06267853846492e-25,7.37643220064074e-24
"ENSMUSG00000062064",1.40439911082561,1.30731424107883,2.71136714791277e-05,0.000211904669687607
"ENSMUSG00000020009",1.40544648240647,2.67969915871965,3.20283064684594e-13,8.1299843394543e-12
"ENSMUSG00000031391",1.40606748124043,1.63371994146654,1.18033215643707e-08,1.79939088180502e-07
"ENSMUSG00000018500",1.40864650963966,1.37483568125278,1.66698469293629e-09,2.85315721036051e-08
"ENSMUSG00000088712",1.41132904986249,1.43452654624548,1.15864187766365e-05,0.000100222522417906
"ENSMUSG00000058297",1.41170352323373,2.66032874454467,2.12877874192515e-14,6.07566420125592e-13
"ENSMUSG00000031837",1.4137540769745,3.53126148856421,6.72080953376443e-21,3.17544131122609e-19
"ENSMUSG00000026893",1.41393092861537,3.36156810567545,4.64968232513455e-17,1.66798945956548e-15
"ENSMUSG00000018476",1.41510776345181,4.63155307238291,5.20238125501761e-05,0.000374045890106605
"ENSMUSG00000000555",1.41524410963827,6.97909642290381,6.59901073366906e-22,3.41962560829993e-20
"ENSMUSG00000051335",1.41576896341089,2.70869522949061,6.91147804041408e-17,2.42030933612344e-15
"ENSMUSG00000050931",1.41593504427061,1.52062090186065,3.29182613389139e-10,6.17973036320679e-09
"ENSMUSG00000001507",1.4171021031883,7.30223758783954,8.99589649884857e-24,5.43864817900818e-22
"ENSMUSG00000030263",1.41727717446025,4.45438342476809,2.09139846847456e-29,1.85179336834618e-27
"ENSMUSG00000030272",1.41959673482097,4.5752734348409,7.57160136065398e-21,3.56245428035791e-19
"ENSMUSG00000000732",1.4213779981792,4.72654552260352,1.81349879795425e-09,3.08048247477274e-08
"ENSMUSG00000025207",1.42452382170986,3.73633616386412,1.47723792333626e-15,4.69252555025882e-14
"ENSMUSG00000031647",1.42502090915306,2.06716621946703,7.61147851922867e-14,2.0674172934475e-12
"ENSMUSG00000060519",1.4271830752757,3.49701049287168,5.33991961648164e-23,3.01745708981588e-21
"ENSMUSG00000038236",1.42910211356518,1.30787201906715,3.13110478597111e-10,5.88783834753263e-09
"ENSMUSG00000034771",1.43095484656689,1.46246305089995,6.60218366627911e-10,1.19167825565503e-08
"ENSMUSG00000029093",1.43359706963468,3.88276595680779,1.78288876593216e-20,7.98748373422595e-19
"ENSMUSG00000042439",1.43429089619049,7.22958058517441,1.04720428804901e-20,4.82615254881604e-19
