"","logFC","logCPM","PValue","FDR"
"ENSMUSG00000042699",0.539153124715849,8.58984512611375,0.00212917777686033,0.00882160089622445
"ENSMUSG00000052783",0.539759739257329,3.56824296330895,0.00206204680734261,0.00860593604493011
"ENSMUSG00000040389",0.54168676932355,4.10927084286797,6.67673705999693e-05,0.000462884761033696
"ENSMUSG00000021969",0.542186497153676,5.31566481732805,1.73895959271356e-05,0.000143257147399736
"ENSMUSG00000082286",0.5428711973639,5.31231598002034,2.64612233612341e-05,0.000207936028439607
"ENSMUSG00000050248",0.543138529080676,3.83637830945051,0.000368307277811827,0.00203319358811684
"ENSMUSG00000029455",0.543730435442163,6.24846395079436,6.57255682176123e-05,0.000456224700374722
"ENSMUSG00000024892",0.543935975048617,4.78961212647405,1.98081046643036e-05,0.000161057221222049
"ENSMUSG00000034336",0.544127768774875,2.77499828893802,0.00230028200199661,0.00941633458771455
"ENSMUSG00000000823",0.544247557863854,5.53451611150474,0.000216200471112759,0.00130357871188363
"ENSMUSG00000038664",0.545652305259905,7.34897432737311,0.000132733661915402,0.000853884455514125
"ENSMUSG00000049488",0.545853739621036,3.01317352571058,0.000497806486997942,0.00263799903218278
"ENSMUSG00000021728",0.546724818685503,5.50510922219788,0.000663836869380436,0.00335649532202473
"ENSMUSG00000041957",0.547573778411275,3.86065614689923,2.75347358745243e-05,0.000214721293279491
"ENSMUSG00000001247",0.547600506506354,3.13317926371227,0.000346929797730308,0.00193897891425314
"ENSMUSG00000086130",0.547858928719086,6.80832775593455,0.00156566690508431,0.00690157755690828
"ENSMUSG00000043183",0.548130290222005,4.28983838973493,2.75186486625291e-05,0.000214721293279491
"ENSMUSG00000059060",0.548402870436532,3.94830395848043,0.000478776210178296,0.00255158221964689
"ENSMUSG00000022255",0.549722303516652,7.5694795365359,0.000153638876435831,0.000972786692297818
"ENSMUSG00000057098",0.550072079176582,5.52999169150012,0.00197325578422269,0.0083043642565809
"ENSMUSG00000038344",0.550125019502154,6.30853581771065,7.80206707023327e-05,0.000533014849360711
"ENSMUSG00000005534",0.550990096618223,5.50851696966058,0.0013545246278705,0.00614426359032019
"ENSMUSG00000027210",0.551589796569381,6.07076937901874,0.000452612953901692,0.00243290280431382
"ENSMUSG00000039901",0.551773515340589,4.99779345657902,0.000254927898508843,0.00149695259463809
"ENSMUSG00000042726",0.552096270372888,3.26155076578927,0.000106503983607371,0.000701192796056723
"ENSMUSG00000083282",0.552929106994142,4.23400078941537,9.05529078271446e-05,0.00060864760819859
"ENSMUSG00000020032",0.553667705805664,2.27742680042753,0.00229099724095855,0.00938859835369957
"ENSMUSG00000058906",0.55390539155452,5.3411989721846,2.80748041936205e-05,0.000218629621300043
"ENSMUSG00000060600",0.554200335040136,3.50768294323061,0.000735847351738534,0.00367596777889818
"ENSMUSG00000031150",0.555211735970115,3.24267713817676,0.000241087433317538,0.00142836047821692
"ENSMUSG00000074867",0.555752539503525,6.97809543675135,0.000340396271528983,0.00190815357594388
"ENSMUSG00000072109",0.5557651757968,5.12453801524603,2.70487356105031e-05,0.000211904669687607
"ENSMUSG00000030084",0.555895778771934,7.33781364507514,0.000234565197534534,0.00139781963236663
"ENSMUSG00000023827",0.557856218619253,2.56523306966462,0.00139687026003594,0.00628563668431537
"ENSMUSG00000045348",0.558334536322016,3.06367534450649,0.000698518585508177,0.0035113283388643
"ENSMUSG00000030350",0.55955045145514,3.09845430741023,0.00227110966431877,0.00932243846039164
"ENSMUSG00000070583",0.560377671102203,2.37863781039617,0.00209382127316428,0.00870425886015984
"ENSMUSG00000030650",0.56087566307417,3.60833315703175,0.000643654513904073,0.00327248213973637
"ENSMUSG00000037820",0.561158624515579,2.47583450884874,0.00219832810745557,0.00906830505074758
"ENSMUSG00000041483",0.562332535295589,7.23275929799044,0.000219919346066947,0.00132245617461114
"ENSMUSG00000048497",0.562391892194031,2.78547147707476,0.000437162326059447,0.00236340882525888
"ENSMUSG00000027239",0.562641132176707,6.16888314661138,9.44123830492183e-05,0.000630443733603598
"ENSMUSG00000027035",0.562923290255459,6.78137533238022,3.6213363197334e-05,0.000272935166993311
"ENSMUSG00000056300",0.563601528729379,7.49503747112968,0.00107823242269617,0.00506428726658978
"ENSMUSG00000041774",0.563807006712937,3.16778994317031,0.0022314406202486,0.00918132081035327
"ENSMUSG00000091509",0.564790299748787,3.60367046054439,0.0012093215313545,0.00558243867819432
"ENSMUSG00000078919",0.565007503829756,4.2738695364318,0.00216683871597489,0.00895154348315122
"ENSMUSG00000024424",0.565150824742069,4.09026652799571,0.000161911135258261,0.00101852728448774
"ENSMUSG00000036052",0.565157559509928,2.50725590264478,0.00146907737883429,0.0065554663194411
"ENSMUSG00000019843",0.565495041224682,3.93011757515221,1.7033254984155e-05,0.000140837464924135
"ENSMUSG00000020189",0.565756304531434,6.09106353200462,6.81519844962476e-05,0.00047103200102047
"ENSMUSG00000064437",0.567353179507749,3.0404609706504,0.000204957022478233,0.00124446097071692
"ENSMUSG00000024754",0.568004781544215,6.34035620725776,5.07289298841604e-05,0.000365202827495124
"ENSMUSG00000031367",0.56897866847648,5.05276877891617,0.000154226584188345,0.000975958322564962
"ENSMUSG00000070291",0.569340157926679,4.32667849299294,0.00014270303697577,0.000909691412013908
"ENSMUSG00000034673",0.570558290849452,4.62254424064343,9.42342355221611e-06,8.33724609320773e-05
"ENSMUSG00000035236",0.571974171936039,5.42790624707018,0.000350950244505867,0.0019527142501081
"ENSMUSG00000045071",0.57337354622232,4.73531477799015,0.000362552015134242,0.00200931365706484
"ENSMUSG00000024843",0.57363602594198,5.73138820198827,0.00017872791185472,0.0011073252720696
"ENSMUSG00000024019",0.573840758206043,4.23424698569154,1.12826931194119e-05,9.79739714322987e-05
"ENSMUSG00000023044",0.57459969869951,4.33762230131809,1.99079767375469e-05,0.000161752310992568
"ENSMUSG00000039419",0.574619505488333,2.73534830500027,0.000651366827265968,0.00330533392265605
"ENSMUSG00000036599",0.575094919763432,2.34342675174889,0.00234819346761152,0.00956718679104768
"ENSMUSG00000040717",0.575131135786981,6.37734971936107,0.000103106939067747,0.000681220640315403
"ENSMUSG00000089774",0.575214124788621,4.24737620391362,0.000212148884358797,0.0012825882820509
"ENSMUSG00000005251",0.575767683544822,3.16503621876509,0.000475642618127043,0.00253728711614734
"ENSMUSG00000093333",0.57644348614691,4.1707877157407,7.41793431923425e-05,0.000508626045242617
"ENSMUSG00000079084",0.576864252293658,6.34050538451888,0.000440409712075266,0.0023752552576913
"ENSMUSG00000037270",0.576991960565212,7.73785713846982,0.000239819985214036,0.00142310065104582
"ENSMUSG00000038957",0.578150797984938,4.46948858201739,0.000509209497723874,0.00268576960689726
"ENSMUSG00000031666",0.578494417934278,4.43369459088027,2.70817298354228e-05,0.000211904669687607
"ENSMUSG00000030102",0.579720405803767,6.56500258882964,8.00297891318365e-05,0.000545415138659092
"ENSMUSG00000055692",0.581180590517903,3.94085782293042,0.000129049849172339,0.000832567730317242
"ENSMUSG00000037386",0.581372212092835,5.55170513146012,0.00019061530836221,0.00117450363974413
"ENSMUSG00000035620",0.581397827150879,4.94678997873692,4.10496332611005e-06,3.94532586342799e-05
"ENSMUSG00000001089",0.58278342034032,7.05954418265162,3.03855968568753e-05,0.000234352562863898
"ENSMUSG00000037344",0.582785890458139,3.34036714503638,0.00116934504547022,0.0054268613439177
"ENSMUSG00000020262",0.582989479092674,3.46850342793182,0.000160065699409688,0.00100893429924997
"ENSMUSG00000024074",0.583600995944758,3.40861037925622,5.33903709877449e-05,0.000383136389123926
"ENSMUSG00000056758",0.583897157467017,6.32045524540904,5.95993901467523e-05,0.000420185042131806
"ENSMUSG00000038456",0.583990649913912,4.83415171848993,2.18298874218939e-05,0.00017559161949871
"ENSMUSG00000026663",0.584226315789034,6.65139226520909,1.22045479028427e-05,0.000104843499745963
"ENSMUSG00000020315",0.584530893312254,9.57232697266769,0.000114602461016263,0.000751377859378527
"ENSMUSG00000039100",0.584812630469358,6.96378654567932,2.8817927443363e-05,0.000223533398450262
"ENSMUSG00000064380",0.585043517516083,8.15106602026336,0.000170982375099022,0.00106816489332694
"ENSMUSG00000045095",0.585330708954009,5.57150803505612,3.04490052598465e-05,0.000234680647119242
"ENSMUSG00000028391",0.585381377464768,4.02553472791551,1.41420060075651e-05,0.000119929756828861
"ENSMUSG00000064994",0.585720857398694,5.09076355379528,1.75682218329557e-05,0.000144095298695541
"ENSMUSG00000069170",0.586791552634532,4.25420557600664,3.68431226217952e-05,0.000276569368412608
"ENSMUSG00000091542",0.587482553761761,4.50358504604277,5.95304523619769e-05,0.000419962319203532
"ENSMUSG00000026837",0.587694270382734,5.02045341589121,0.000191748056389068,0.00117954425278724
"ENSMUSG00000037148",0.587786237151138,4.02830190676314,0.000101969793120082,0.000675123630199024
"ENSMUSG00000024807",0.588075473982208,3.99078932995346,0.00053491035300793,0.00279510544589878
"ENSMUSG00000031803",0.588330157703561,2.46000273347502,0.00204555740360512,0.00855421829808092
"ENSMUSG00000066415",0.588354461777878,5.9415924384429,0.000198815371705208,0.00121769000807465
"ENSMUSG00000020387",0.588597169785392,2.67938074144822,0.000343281235658384,0.00192240911104508
"ENSMUSG00000086807",0.589169479362636,3.54594979294155,4.41197481295265e-05,0.000322160108906835
"ENSMUSG00000087686",0.589250419675166,4.16969716436821,6.25851286743789e-06,5.78758036137657e-05
"ENSMUSG00000093641",0.589291231453594,6.29501580198099,0.00011673491894345,0.000763188467162266
"ENSMUSG00000019986",0.589910556478108,2.79148162282537,0.000629772622803992,0.00321315478377082
"ENSMUSG00000068522",0.589943491089527,4.52902913572302,3.78322367593109e-05,0.000282673423493987
"ENSMUSG00000020954",0.590058848196398,6.8430478782466,9.64402928269521e-05,0.000642840007610596
"ENSMUSG00000082229",0.590224068353598,3.97182997760379,0.00163610442773714,0.00715596821855471
"ENSMUSG00000040165",0.590616584672397,2.51983926034657,0.00111229409463286,0.00519640510766368
"ENSMUSG00000005897",0.590628637063599,2.92641608582574,0.000172181955116945,0.00107373294271736
"ENSMUSG00000030279",0.590770549928388,5.83216439843779,4.98600966599091e-05,0.000360100698099344
"ENSMUSG00000088856",0.592265431646204,4.11809269917227,5.04310134469912e-05,0.000363523555263728
"ENSMUSG00000043857",0.593490580690677,3.50210797656756,0.000118714445086645,0.0007743294286539
"ENSMUSG00000039704",0.593739162134528,4.77002189045804,5.00973662227087e-06,4.71813134986901e-05
"ENSMUSG00000027692",0.593970687264912,2.76706598213473,0.00211718986336894,0.00878083394703103
"ENSMUSG00000006205",0.594048005763565,6.27875981789276,1.48978158299833e-05,0.000125072502551012
"ENSMUSG00000029802",0.594521352496525,6.35894347250696,1.74158078798147e-05,0.000143263174549025
"ENSMUSG00000089542",0.59469920338603,6.2703922941652,0.000868624883978805,0.00422477803647996
"ENSMUSG00000061887",0.595310163755302,4.68557279153679,3.38284516417816e-05,0.00025737546597553
"ENSMUSG00000026814",0.595366647170315,5.18701987187733,4.29509282573401e-05,0.000315881745097312
"ENSMUSG00000042807",0.596067406080517,4.1881296427509,3.72290790541449e-05,0.000278722366154367
"ENSMUSG00000028420",0.596291119266753,4.47571591788163,8.58565705207722e-06,7.68064546941992e-05
"ENSMUSG00000022064",0.597744516342685,4.93905561641125,1.34759894224794e-05,0.000114811311587267
"ENSMUSG00000033790",0.597827222453362,5.47671519202251,1.86632792048515e-06,1.93605696179479e-05
"ENSMUSG00000052151",0.598428783892541,2.77398416194674,0.000774145224527043,0.00384168713583698
"ENSMUSG00000032870",0.6000280074814,4.01415303263093,7.39453178211354e-06,6.7473481382449e-05
"ENSMUSG00000022892",0.600772639098657,2.91968055238627,0.000580259062604365,0.0029903818327159
"ENSMUSG00000014444",0.600776765486023,7.5436338043475,0.000401560992610287,0.00219841935827783
"ENSMUSG00000052917",0.600792117087975,2.10881140308802,0.00178631928165356,0.00766978248270112
"ENSMUSG00000064844",0.601103314585756,2.21144258609022,0.00185695680572092,0.00789171552544661
"ENSMUSG00000044647",0.602690089866127,3.50742101393755,7.14140084582535e-05,0.000491763946793056
"ENSMUSG00000048756",0.604022383978299,7.06693238607992,1.85989623904092e-05,0.00015188477275247
"ENSMUSG00000021638",0.60412253410996,4.2409255949877,1.86173901505541e-06,1.93307989144026e-05
"ENSMUSG00000029436",0.604224479011634,3.9976496364503,1.15823808432434e-05,0.000100222522417906
"ENSMUSG00000032300",0.604814222628673,5.08216358059673,0.00016043687195549,0.00101070735301932
"ENSMUSG00000013973",0.606293012307634,4.79252410927122,2.6771422741815e-06,2.67595243317075e-05
"ENSMUSG00000037411",0.606632507269226,2.74496081851418,0.000194455333454072,0.0011948908331645
"ENSMUSG00000057963",0.607082022978655,6.69285984860473,2.3317055701018e-05,0.000185562838894513
"ENSMUSG00000061436",0.607463787190106,3.88857936798174,0.00150952094621895,0.0066960800947661
"ENSMUSG00000032842",0.610139332792179,3.37823089816461,0.00182376453002541,0.00777811285976105
"ENSMUSG00000021234",0.610539085203262,1.90791503001049,0.00124466779644654,0.00571743846856264
"ENSMUSG00000031790",0.610676343862092,4.02066030397638,4.00145657125961e-06,3.85242972121698e-05
"ENSMUSG00000018800",0.610838499652404,2.47172431316363,0.000779310537691756,0.00385880537047283
"ENSMUSG00000008575",0.611330532745112,6.57266245897819,6.04495245144386e-05,0.000425378537650101
"ENSMUSG00000053730",0.611598822422214,3.17242287981097,5.21350200212955e-05,0.00037460594258113
"ENSMUSG00000089726",0.612025498864873,5.82607824823845,0.000174651803118439,0.00108566032397283
"ENSMUSG00000050382",0.615142090961451,3.51497805083761,0.00100717493297044,0.00476269222929042
"ENSMUSG00000032293",0.615458695208225,7.30431600766416,0.00211077154562425,0.0087585335906069
"ENSMUSG00000028467",0.61565675343837,4.03292049864708,2.08408726748614e-06,2.14415016677782e-05
"ENSMUSG00000037108",0.615867593609887,2.45482403217386,0.0015454526695571,0.00683390297647251
"ENSMUSG00000023150",0.61630834221542,7.44174319279568,2.99762220174058e-05,0.000231512786116572
"ENSMUSG00000028572",0.616609220706226,5.7959336476115,6.40367016093116e-05,0.000445877838759572
"ENSMUSG00000026740",0.617371457623444,4.49205909058427,2.07048405872165e-05,0.000167380253345255
"ENSMUSG00000029364",0.617743718134279,5.15619263649071,1.27487380870736e-06,1.36143931423687e-05
"ENSMUSG00000055024",0.618156126112539,7.14716228536953,0.000303996190977401,0.00173701075586427
"ENSMUSG00000068250",0.618212695659123,2.65835258093435,0.000263093976864314,0.00153608087738277
"ENSMUSG00000060301",0.618353471961207,4.83520751165222,1.09762050934848e-06,1.19484439764024e-05
"ENSMUSG00000028838",0.619278783855377,3.41499272656357,4.73182087565753e-05,0.000343729494488172
"ENSMUSG00000019856",0.619559324889463,1.77440689440613,0.00232732654296293,0.0095028275147488
"ENSMUSG00000065226",0.620114397327509,5.56945509646101,2.47868408136164e-05,0.000196011269303176
"ENSMUSG00000029862",0.621049604161847,2.26196034121107,0.00201461279732184,0.00844995184852073
"ENSMUSG00000029822",0.621720849548933,3.71203854161826,9.14717646253027e-06,8.13122524277888e-05
"ENSMUSG00000043760",0.622442480702688,3.11880506731623,0.000266342889222709,0.00155263130601833
"ENSMUSG00000061728",0.622753506199531,2.3739867768457,0.00138144853842564,0.00623620586695959
"ENSMUSG00000022641",0.623659870829933,6.89290766050572,5.86571390819733e-06,5.46478482996512e-05
"ENSMUSG00000035021",0.623785212191518,5.60218794335283,7.40075982764802e-06,6.7473481382449e-05
"ENSMUSG00000026509",0.624159610536143,2.39988176348948,0.000624072561850816,0.00319276431210756
"ENSMUSG00000048410",0.625364332480833,6.61462695899415,3.2820327771241e-05,0.000251064344073201
"ENSMUSG00000044349",0.625758799695878,4.30002966326482,0.000988819261607938,0.00468574487854246
"ENSMUSG00000044712",0.626480373927961,5.91122686056397,0.000302168976266149,0.00172744796040307
"ENSMUSG00000064360",0.627729309203314,8.39484484878674,0.00113294524614171,0.0052797220442866
"ENSMUSG00000023942",0.628180257936011,7.30992910949975,2.98634315484134e-05,0.000230800197774508
